8/8/2017,W,18.25,Citi,Utilities,Electricity
8/6/2017,W,23.54,Citi,Medical,Medicine
8/6/2017,W,22.71,Citi,Food,Groceries
8/6/2017,W,500,Citi,Housing,Rent
8/6/2017,W,23.54,Citi,Household,Misc
8/1/2017,W,11.7,Citi,Food,Meal
8/1/2017,W,7.84,Citi,Food,Meal
8/1/2017,W,4.88,Citi,Household,Misc
8/1/2017,W,15.39,Citi,Housing,Utilities
8/1/2017,W,25.64,Citi,Food,Groceries
